text,sarcasm
#نادين_نسيب_نجيم تابعو الاعلامية الجميله #داليا_ايمن 👇🏻👇🏻 https://t.co/BejF3ZJVeJ,0
“أبل” تكسب معركة قضائية ضد “سامسونغ” https://t.co/hGjmhe0Sua https://t.co/ahr4dXYltw https://t.co/xxdrB1OzG9,0
RT @SasaPostMedia: عندما يفوز دونالد ترامب كيف ستتأثر أمريكا والعالم #ساسة_بوست https://t.co/8te28Emb33,0
المعارضة تسترجع مواقع في #حلب.. والمعارك تتواصلhttps://t.co/3SwQz656i9#السعودية #سوريا https://t.co/rn60BB6CNl,0
رفع الشعارات السياسية في الحج حرام شرعاً وخيانة وطنية …,0
ستحل الجمعة القادمة الملكة @elissakh ضيفة عمرو أديب في برنامج كل يوم جمعة لأول حلقاته وحتكون #اليسا فله وشمعه ومنوره https://t.co/VMhwkLGqOw,0
باقي بس ثلاث ايام عن اول عرض لفلم فانتاستيك بيتس ان وير تو فايند ذيم * قيل قصة هاري بوتر بـ 19 سنة 😭 اخخخيراً.,0
@abuyemmen @alhanouf0690 ترى انت واحد بس من ضن اليمنين الشرفا اللي ما صاروا كلاب إيران ، إيران دمرت العراق سوريا والان انتم وتكذب عليكم,1
إحنا عندنا ثقافة اعتياد للقبح، ثقافة اعتياد للقذارة، آردوغان قدر انه يبدأ نهضته بالنظافة، شيراك لما كان عمدة…,0
تطهير الداخلية الآن وفورا,0
#من_الاخير_اخذها ارتباطي بنجوى كرم اشاعة و ميريام فارس بنت حارتي بس 🏃🏻,0
ريكي مارتن وخطيبه يثيران ضجة من جديده .. وهذه تفاصيل خطوبتهما! https://t.co/6E8CZj1q04,0
RT @aa_arabic: متحدث الرئاسة التركية: التطبيع مع #إسرائيل و #روسيا هام للسلام والاستقرار الإقليمي https://t.co/nm47dssKdY https://t.co/PX…,0
Bonjour 💗💗وبخصوص الملابس تجننن والشوز والتنورة 😍🔥🔥  وكل شيء بالحلقة كان رائع 😘🙈@nadinenjeim #nadinenassibnjeim… https://t.co/nDyHgC0Ude,0
اعلنوا انهم لقوا اثار مواد متفجرة على جثث ضحايا طائرة مصر للطيران اللي وقعت من سبع شهور !! https://t.co/ZLWWMxi2DY,0
يكفينا فخرا انو بتاريخ هالجمهورية اجا رجال عالرئاسة الاولى اسمو ميشال عون..,0
انفولو بلال مرشح الكنيسة و نصير دولة الفقيه ايوه الاتنين مع بعض,0
"كنت أعتقد أن خدمة ""غوغل ترجمة"" سيئة جدًا إلى أن جربت ""بينغ"". ملك جمال الترجمة #غوغل 😅",1
RT @Rashedalkaabiii: والله عيب حتى #ميسي قام يطقطق علينا 😅✋🏼حد يشوف لنا حل 💔🇦🇪#مهدي_علي_برع #انقذوا_الحلم #اقاله_مهدي_علي https://t.co/…,1
كذلك فيه البعض يفضل التأكسي على اوبر او كريمبالرغم من جهل الراكب لمعلومات السائق وحتى معلومات السيارة٣#اوبر#كريم,0
بالصور: العائلة الملكيّة بأزياءٍ من أجواء عيد الميلادhttps://t.co/aaAuKGolvr  #Christmas #RoyalFamily,0
@ArabShop اخوي بغيت اشتري عربية أطفال و البائع امازون وحاطين وزن الشحنة 11 ونص كيلو .. وتشحن مباشر للسعودية لكن غالي شوي 600 ريال .. يتبع.,0
#السعوديه_الاماراتميسي يتابع الصديق والعشير فهد المولد https://t.co/Eb9qP6pw2f,0
سيشهد التاريخ ان انون اول من اخترع مانيكان تشالنج #Anoon#mannequinchallenge https://t.co/wm2TMZTx4w,0
RT @onehasmedia: جوجل لا تطلب شهادات، للتوظيفhttps://t.co/Rs7ugWSmNA https://t.co/XdsIeA3v44,0
RT @m3lomt_11: فرحه مصري لدخول رجل الى الأسلام ! ما شاء الله عليه :) https://t.co/0Fp5EzMmBv6660,0
إستمتعنا وأسعدتينا كالعادهوأبداً ما بنكتفي بكم ساعة من اللقاء عايزين أكتر ودائماً بنتعلم منك ♡Love You NNN… https://t.co/eUD0FY4mRg,0
بالفيديو.. هرب مقاتلى جبهة النصرة وتخليهم عن أسلحتهم بشرق حلب https://t.co/PuVRikLajj,0
RT @F_ALDFIRE: لاعبين ريال مدريد المصابين :١- راموس ❌٢- مارسيلو ❌٣- كاسيميرو ❌٤- مودريتش ❌٥- خيميس❌٦- كوينتراو ❌٧-الجمهور❌٨-المتابع…,0
قد ﻳﺒﻄﺊ ﺍﻟﻨﺼﺮ ﻷ‌ﻥ ﺍﻟﺒﻴﺌﺔ ﻻ‌ ﺗﺼﻠﺢ ﺑﻌﺪ لإ‌ﺳﺘﻘﺒﺎﻝ ﺍﻟﺤﻖ ﻭﺍﻟﺨﻴﺮ ﻭﺍﻟﻌﺪﻝ ﺍﻟﺬﻱ ﺗﻤﺜﻠﻪ ﺍﻷ‌ﻣﺔ ﺍﻟﻤﺆﻣﻨﺔ سيد قطب,0
#لافروف: المسلحون الذين سيرفضون مغادرة #حلب سيتم القضاء عليهم,0
عبفتاح السيسي أوميجا العالمى #انتخبوا_العرص,1
بوب ديلان في السويد أبريل المقبل، فهل يتسلم جائزة نوبل؟! #بوب_ديلان https://t.co/N2Kz7kMik6,0
#حياة_التقنية | سيانوجين تتخلى عن تطوير رومات أندرويد كاملة https://t.co/pWMVK0e5LR https://t.co/6QnOMgEiZO,0
#Fairuz  #Christmas Songs From #Syria  فيروز# أغاني الميلاد #حلب_تباد_بسكوت_العرب_والعالم   https://t.co/tE5szvoV53 via @YouTube,0
سايب صاحبك يهزر معاك و يشتمك بامك ؟ معلش اصلها فكرت نفسها جابت راجل طلع #سيكو_سيكو,1
طريق جوبيانج في #الصين؛ أحد أخطر الطرق في العالم#غرد_بصورة https://t.co/3NKG6qDu11,0
@Lionel__FCB انا اقول واحد يلبس شورت ميسي وتمشي الامور,1
#لافروف يعارض مشروع الهدنة ويتوعد المعارضة بـ #حلب#اخبار #سوريا https://t.co/ZN5U0trqGm,0
أقوال من خطاب أوباما الذي لم يقله وهو متضمن في حال سياسته- أكبر إنجازات إدارتي هي وأد «الربيع العربي»- الثورات... https://t.co/kYSLUWLSXl,0
آلايآم يا حبيبي بتجري ولسه آنا مستنية 💔☹️️#اليسا https://t.co/bMJlXKqX9O,0
من الطبيعي ان تجد شخصا منافقا ومن الممكن ان تجد رجل دين منافقا لكن ما يفعله على جمعه تخطى كل الحدود,1
رماد #كاسترو يزور ضريح #تشي_غيفاراhttps://t.co/mcNMyVhLWT https://t.co/BnylhWAIDw,0
خمس الاف #الامارات #الهلال #النصر #السعودية #الكويت #قطر #الرياض #مكة #رتويت # #دبي #الشارقة # #غرد_بصورة 168,0
#تكنولوجيا | اطلاق النسخة الرسمية الأولى للعبة سوبر ماريو رن #SuperMarioRun https://t.co/g1lpD7ufXy,0
وتتوالى الإبداعات في العالم العربي #اﻷم_المثالية في مصر #سمير_جعجع رئيساً للبنان #والعرص_ابن_العرص مرشح للرئاسة,1
RT @20fourMedia: #أبل تكسب معركة بـ 120 مليون دولار ضد #سامسونغ بشأن براءاتhttps://t.co/ZyXnCtxtHN https://t.co/mYfbAKw7dd,0
بيت صغير بكندا مايعرف طريقه حدا 🌼#فيروز,0
RT @ajmubasher: لمتابعة المناظرة الرئاسية الثانية بين المرشحة الديمقراطية هيلاري #كلنتون ومنافسها الجمهوري #ترامب، اليوم في تمام 4 عصرا بتو…,0
RT @turkyepost: #أردوغان : إذا كان المرتكب غير مسلم لا يسمونها عملية إرهابية ولا يتحدثون عن الإرهاب اليهودي والبوذي والملحد #تركيا_بوست,0
ملوك الاناقه والفخامة طبعاا قميص غوتشي لابس تاي تاي😊😀😀 https://t.co/l61kPhg9Tj,0
أنا أبكي !! وأدري أن دموع العين خذلان وملح !! #محمود درويش,0
نسيت أقولك إنك لو مؤمن بعدل ربنا لازم تطلع مبارك من السجن أو تحصله لأنك مسئول سياسيا عن قتل مواطنين مصريينبلوك وريبورت سبام,0
طعمة ... بتزيّن سفرة العيد#tequenos #christmas #tasty #cheese #sheeserolls #lebanon https://t.co/PmMhOPHvMu,0
اكتشف 5 معلومات لا تعرفها عن روجر فيدرر نجم رياضة التنس: https://t.co/rPJXyAMNTD via,0
RT @AuntieMeryem: @UglinesslV ترى محد تحمس غيري لا تاخذ وضعية جستن بيبر,0
بالفيديو يوسف الحسيني بيهزق الحكومة انتوا حكومه بلاميطي,1
@drMkmo5رحم الله عز الدين القسام واحمد ياسين عندها كانت فلسطين تحت ضل راية فلسطينليسو تحت راية #فتح او #حماس اللهم وحد الصف والعن الخونه,0
#لافروف المقاتلين الذين سيرفضون الانسحاب من #حلب_الشرقية سيعاملون كإرهابيين، وأن #روسيا ستدعم الحملة التي سيشنها الجيش السوري عليهم.,0
"إطلاق رواية ""رامبير-حفلة تنكرية"" للمتوكل طه #المطبخ_الاخباري #فلسطين",0
عاجل | https://t.co/bQaBXsdsyF: وصول ظريف الى بيت الوسط للقاء الحريري,0
شجرة عيد الميلاد ، رمز الحياة و النور#kronfol #ilovekronfol #lebanon #christmas https://t.co/ZnORyTaCkG,0
RT @Arabi21News: تهيئة بـ #مصر لخفض دعم الوقود بعد تأخر إمدادات #السعوديةرابط الموقع الجديد:https://t.co/EgPNF5xXPvhttps://t.co/X4WBhE4g…,0
ألمانيا تستضيف بطولة العالم للزلاجات بدلا من روسيا https://t.co/euAaTiOstZ https://t.co/EMn2BiesuA,0
@saadhariri الرئيس #سعد_الحريري :سنظل على قسم  الشهيد #جبران_تويني بأن نبقى موحدين دفاعا عن وطننا https://t.co/MMzbLKsJkL,0
أشكركم جميعاً على وقتكم الثمين والساعة لا تكفي معكم,0
RT @shaamnews: شبكة #شام الإخبارية|| سورية ومأساتهابقلم: وليد البني https://t.co/TfdFlZhlXY,0
الدوري الإسباني جولة 151- ريال مدريد 37 نقطة2- برشلونة 31 نقطة3- إشبيلية 30 نقطة4- فياريال 26 نقطة5- ريال سويداد 26 نقطة,0
#اليمنية| لجنة التحقيق تختتم برنامج نزولها الميداني إلى #الضالعhttps://t.co/PrDd1QTvNJ#التحالف_العربي_سند_اليمن#جنود_التحالف_سند_لليمن,0
استخراج #تاشيرة #شنغن في اسرع وقت وباقل الاسعار الاوراق المطلوبة لاستخراج التاشيرة#سفر #سياحة #اوروبا #عروض… https://t.co/WjINyAf1lq,0
ضباط النظام السوري الرافضي يقدمون نساءسوريا للضباط الروس جيش الدياثه اسمعوا{جيبلو بنت من الدفاع الوطني فورا https://t.co/FJJEpgjz2a  #اليمن,0
هو لما يكون النظام السورى قمعى اروح واقف فى صف جبهة النصرة  وال 160  مليشيا المسلحة من كل ارجاء الدنيا  اؤيدها وابررلها وممكن انضم لها  كمان,0
